,true,pred
0,0,0
1,0,0
2,0,1
3,0,1
4,0,0
5,1,1
6,1,1
7,1,0
8,1,0
9,1,0
10,0,1
11,0,0
12,1,1
13,0,0
14,0,0
15,1,1
16,0,1
17,0,1
18,1,1
19,1,1
20,0,0
21,0,0
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,0,1
28,1,1
29,1,0
30,0,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,0,1
37,0,1
38,1,0
39,1,1
40,0,0
41,0,1
42,0,0
43,1,1
44,1,0
45,0,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,0,0
52,0,1
53,0,1
54,1,1
55,1,1
56,1,0
57,0,0
58,0,1
59,0,0
60,1,0
61,0,0
62,1,0
63,1,1
64,1,1
65,1,1
66,0,0
67,0,1
68,0,1
69,1,1
70,0,1
71,0,1
72,0,1
73,1,1
74,0,1
75,1,0
76,0,1
77,1,0
78,0,1
79,0,1
80,1,1
81,0,1
82,1,0
83,1,1
84,1,1
85,0,0
86,1,0
87,0,1
88,1,1
89,1,0
90,0,1
91,1,1
92,1,1
93,1,1
94,1,1
95,0,0
96,1,1
97,1,0
98,0,0
99,0,1
100,1,1
101,0,1
102,1,1
103,0,0
104,1,0
105,1,1
106,1,1
107,0,1
108,1,1
109,0,0
110,1,1
111,1,0
112,0,0
113,1,1
114,1,0
115,1,0
116,1,1
117,1,1
118,1,1
119,1,1
120,1,1
121,1,0
122,1,1
123,0,0
124,0,0
125,0,1
126,0,1
127,0,0
128,1,1
129,1,1
130,0,0
131,1,0
132,0,0
133,0,0
134,0,0
135,1,1
136,0,1
137,1,0
138,1,1
139,1,1
140,1,1
141,0,1
142,1,1
143,1,1
144,1,0
145,1,0
146,0,0
147,1,1
148,0,1
149,1,1
150,1,0
151,1,0
152,0,0
153,0,1
154,0,1
155,1,1
156,0,1
157,0,0
158,0,1
159,1,0
160,1,0
161,0,1
162,1,0
163,1,0
164,0,0
165,1,0
166,1,0
167,0,0
168,0,1
169,0,1
170,1,1
171,0,0
172,1,0
173,0,1
174,0,0
175,1,1
176,0,0
177,0,1
178,0,0
179,1,1
180,1,0
181,1,1
182,1,1
183,0,0
184,1,0
185,1,1
186,0,0
187,1,1
188,0,0
189,0,1
190,1,1
191,1,1
192,1,1
193,0,0
194,0,0
195,1,1
196,1,1
197,1,1
198,0,0
199,1,0
200,1,1
201,0,0
202,1,0
203,0,0
204,1,0
205,0,0
206,0,0
207,0,1
208,1,0
209,0,1
210,0,1
211,1,1
212,1,1
213,0,1
214,1,1
215,0,0
216,0,0
217,1,0
218,0,0
219,1,0
220,1,1
221,1,1
222,0,1
223,0,0
224,0,0
225,1,1
226,0,0
227,0,0
228,0,0
229,1,0
230,0,0
231,1,1
232,0,1
233,0,0
234,1,1
235,0,0
236,1,1
237,0,1
238,0,1
239,1,0
240,0,0
241,1,1
242,0,1
243,0,0
244,0,1
245,1,1
246,0,0
247,1,1
248,1,0
249,1,1
250,0,0
251,1,0
252,1,1
253,1,1
254,0,1
255,1,0
256,1,1
257,0,1
258,0,0
259,1,1
260,1,0
261,1,0
262,1,1
263,1,0
264,1,0
265,1,0
266,1,0
267,0,0
268,1,0
269,1,0
270,1,0
271,1,1
272,0,0
273,0,0
274,1,1
275,1,0
276,0,0
277,1,0
278,1,1
279,0,0
280,0,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,0
286,1,0
287,0,0
288,1,1
289,0,0
290,1,0
291,1,0
292,1,1
293,0,0
294,0,0
295,1,0
296,0,1
297,0,0
298,1,0
299,0,1
300,0,1
301,0,0
302,0,0
303,0,1
304,0,0
305,1,1
306,1,1
307,0,1
308,0,0
309,1,0
310,0,1
311,1,0
312,0,1
313,0,0
314,1,0
315,1,1
316,0,0
317,1,1
318,1,1
319,0,0
320,0,0
321,1,0
322,1,0
323,1,0
324,1,0
325,1,1
326,1,0
327,1,1
328,1,0
329,1,1
330,0,1
331,1,1
332,1,0
333,1,1
334,0,1
335,1,1
336,1,0
337,1,0
338,1,0
339,0,0
340,0,1
341,1,0
342,1,1
343,1,1
344,0,0
345,0,0
346,1,1
347,0,1
348,1,0
349,0,0
350,1,0
351,1,0
352,1,1
353,1,0
354,0,0
355,1,0
356,0,0
357,1,1
358,1,1
359,1,0
360,1,0
361,0,0
362,0,1
363,0,1
364,1,0
365,1,0
366,1,1
367,1,0
368,0,0
369,0,1
370,1,0
371,0,1
372,1,1
373,1,1
374,0,0
375,1,0
376,0,0
377,0,1
378,1,0
379,1,1
380,0,0
381,0,0
382,1,0
383,0,1
384,1,0
385,0,1
386,0,0
387,1,1
388,0,1
389,0,1
390,0,1
391,1,0
392,1,1
393,0,0
394,0,0
395,0,0
396,1,0
397,1,0
398,1,0
399,1,1
400,1,0
401,1,1
402,0,0
403,1,0
404,0,1
405,0,0
406,0,0
407,1,0
408,0,1
409,1,1
410,0,1
411,0,1
412,1,1
413,0,1
414,0,0
415,0,0
416,0,1
417,1,0
418,0,1
419,1,1
420,1,0
421,1,0
422,0,1
423,0,0
424,1,0
425,0,0
426,0,0
427,1,1
428,1,0
429,1,0
430,1,0
431,0,1
432,1,1
433,1,1
434,1,0
435,1,0
436,1,0
437,1,1
438,1,0
439,0,0
440,0,1
441,1,1
442,0,1
443,1,1
444,0,1
445,0,1
446,0,0
447,1,0
448,0,0
449,1,1
450,1,1
451,0,0
452,1,1
453,0,0
454,1,1
455,0,1
456,1,1
457,1,1
458,0,0
459,1,1
460,0,1
461,0,0
462,1,1
463,0,1
464,1,1
465,1,1
466,1,0
467,0,0
468,1,0
469,0,1
470,1,0
471,1,1
472,1,1
473,1,1
474,1,1
475,0,0
476,1,0
477,1,1
478,1,1
479,0,1
480,0,1
481,1,1
482,0,1
483,0,0
484,1,0
485,0,0
486,0,1
487,1,1
488,1,0
489,0,1
490,1,0
491,1,0
492,1,0
493,1,1
494,1,1
495,1,1
496,1,0
497,1,1
498,0,1
499,0,0
500,0,1
501,0,1
502,1,1
503,1,0
504,1,0
505,0,0
506,1,0
507,0,1
508,1,0
509,0,0
510,1,1
511,1,1
512,0,1
513,1,1
514,0,0
515,0,0
516,1,1
517,0,0
518,1,1
519,1,0
520,1,0
521,0,0
522,1,1
523,1,1
524,1,1
525,0,1
526,1,0
527,0,0
528,1,1
529,0,0
530,0,0
531,1,1
532,0,1
533,0,0
534,0,0
535,1,1
536,0,0
537,1,1
538,0,0
539,0,0
540,0,0
541,1,1
542,1,0
543,1,0
544,0,1
545,1,0
546,1,1
547,1,1
548,0,0
549,1,1
550,0,0
551,0,0
