,true,pred
0,0,0
1,0,0
2,0,1
3,0,1
4,0,0
5,1,1
6,1,1
7,1,1
8,1,0
9,1,0
10,0,1
11,0,1
12,1,0
13,0,0
14,0,0
15,1,1
16,0,0
17,0,1
18,1,1
19,1,0
20,0,0
21,0,0
22,1,0
23,1,0
24,1,0
25,1,0
26,1,0
27,0,0
28,1,0
29,1,0
30,0,0
31,1,0
32,1,0
33,1,1
34,1,0
35,1,1
36,0,0
37,0,0
38,1,0
39,1,1
40,0,1
41,0,0
42,0,1
43,1,1
44,1,0
45,0,0
46,1,0
47,1,1
48,1,1
49,1,0
50,1,1
51,0,1
52,0,1
53,0,0
54,1,1
55,1,0
56,1,0
57,0,0
58,0,1
59,0,0
60,1,0
61,0,0
62,1,1
63,1,0
64,1,0
65,1,1
66,0,0
67,0,1
68,0,1
69,1,1
70,0,1
71,0,1
72,0,1
73,1,1
74,0,1
75,1,1
76,0,0
77,1,0
78,0,1
79,0,1
80,1,0
81,0,1
82,1,0
83,1,1
84,1,1
85,0,0
86,1,0
87,0,1
88,1,0
89,1,0
90,0,0
91,1,1
92,1,1
93,1,1
94,1,0
95,0,0
96,1,1
97,1,1
98,0,0
99,0,1
100,1,1
101,0,1
102,1,0
103,0,1
104,1,0
105,1,1
106,1,1
107,0,0
108,1,1
109,0,0
110,1,1
111,1,0
112,0,0
113,1,0
114,1,1
115,1,1
116,1,0
117,1,0
118,1,0
119,1,0
120,1,0
121,1,0
122,1,1
123,0,1
124,0,0
125,0,1
126,0,1
127,0,1
128,1,0
129,1,0
130,0,1
131,1,0
132,0,1
133,0,0
134,0,0
135,1,0
136,0,0
137,1,0
138,1,0
139,1,0
140,1,0
141,0,1
142,1,1
143,1,0
144,1,1
145,1,1
146,0,0
147,1,0
148,0,1
149,1,1
150,1,0
151,1,1
152,0,1
153,0,0
154,0,1
155,1,0
156,0,0
157,0,1
158,0,0
159,1,0
160,1,1
161,0,1
162,1,1
163,1,1
164,0,1
165,1,0
166,1,1
167,0,1
168,0,0
169,0,0
170,1,1
171,0,1
172,1,1
173,0,0
174,0,0
175,1,0
176,0,1
177,0,1
178,0,0
179,1,1
180,1,0
181,1,0
182,1,0
183,0,1
184,1,1
185,1,0
186,0,1
187,1,1
188,0,0
189,0,0
190,1,1
191,1,1
192,1,1
193,0,1
194,0,0
195,1,0
196,1,1
197,1,0
198,0,1
199,1,1
200,1,0
201,0,0
202,1,1
203,0,1
204,1,0
205,0,1
206,0,1
207,0,1
208,1,1
209,0,1
210,0,0
211,1,0
212,1,0
213,0,1
214,1,0
215,0,1
216,0,0
217,1,0
218,0,0
219,1,1
220,1,0
221,1,1
222,0,1
223,0,0
224,0,0
225,1,1
226,0,0
227,0,1
228,0,1
229,1,0
230,0,1
231,1,0
232,0,1
233,0,0
234,1,0
235,0,1
236,1,1
237,0,0
238,0,0
239,1,0
240,0,0
241,1,0
242,0,1
243,0,0
244,0,0
245,1,1
246,0,0
247,1,0
248,1,1
249,1,1
250,0,1
251,1,0
252,1,1
253,1,0
254,0,1
255,1,1
256,1,1
257,0,1
258,0,0
259,1,1
260,1,1
261,1,1
262,1,1
263,1,0
264,1,0
265,1,0
266,1,0
267,0,1
268,1,0
269,1,0
270,1,0
271,1,1
272,0,0
273,0,1
274,1,0
275,1,0
276,0,1
277,1,0
278,1,1
279,0,1
280,0,0
281,1,0
282,1,0
283,1,0
284,1,1
285,1,1
286,1,0
287,0,1
288,1,1
289,0,1
290,1,0
291,1,0
292,1,0
293,0,1
294,0,0
295,1,1
296,0,1
297,0,1
298,1,0
299,0,0
300,0,1
301,0,1
302,0,1
303,0,0
304,0,1
305,1,1
306,1,1
307,0,0
308,0,0
309,1,0
310,0,0
311,1,0
312,0,1
313,0,1
314,1,0
315,1,0
316,0,0
317,1,0
318,1,0
319,0,0
320,0,0
321,1,0
322,1,0
323,1,0
324,1,0
325,1,1
326,1,1
327,1,0
328,1,1
329,1,0
330,0,0
331,1,0
332,1,1
333,1,0
334,0,0
335,1,0
336,1,0
337,1,1
338,1,0
339,0,0
340,0,0
341,1,0
342,1,0
343,1,0
344,0,0
345,0,0
346,1,1
347,0,1
348,1,1
349,0,0
350,1,1
351,1,0
352,1,1
353,1,0
354,0,1
355,1,1
356,0,1
357,1,0
358,1,0
359,1,0
360,1,0
361,0,1
362,0,0
363,0,1
364,1,0
365,1,0
366,1,1
367,1,1
368,0,1
369,0,1
370,1,1
371,0,1
372,1,1
373,1,0
374,0,0
375,1,0
376,0,1
377,0,0
378,1,0
379,1,1
380,0,0
381,0,1
382,1,0
383,0,0
384,1,1
385,0,1
386,0,0
387,1,1
388,0,0
389,0,0
390,0,0
391,1,0
392,1,1
393,0,1
394,0,1
395,0,0
396,1,1
397,1,1
398,1,0
399,1,0
400,1,0
401,1,0
402,0,1
403,1,0
404,0,0
405,0,0
406,0,0
407,1,1
408,0,0
409,1,0
410,0,0
411,0,0
412,1,0
413,0,0
414,0,0
415,0,1
416,0,1
417,1,0
418,0,0
419,1,0
420,1,0
421,1,0
422,0,0
423,0,1
424,1,0
425,0,1
426,0,0
427,1,0
428,1,1
429,1,1
430,1,1
431,0,0
432,1,0
433,1,1
434,1,0
435,1,1
436,1,0
437,1,1
438,1,0
439,0,1
440,0,0
441,1,1
442,0,1
443,1,1
444,0,0
445,0,1
446,0,1
447,1,0
448,0,0
449,1,1
450,1,0
451,0,1
452,1,1
453,0,0
454,1,1
455,0,0
456,1,0
457,1,0
458,0,1
459,1,0
460,0,0
461,0,1
462,1,0
463,0,0
464,1,0
465,1,0
466,1,0
467,0,1
468,1,0
469,0,0
470,1,1
471,1,0
472,1,0
473,1,1
474,1,1
475,0,0
476,1,0
477,1,1
478,1,1
479,0,0
480,0,1
481,1,0
482,0,1
483,0,1
484,1,1
485,0,1
486,0,0
487,1,1
488,1,1
489,0,1
490,1,1
491,1,0
492,1,1
493,1,1
494,1,0
495,1,1
496,1,0
497,1,0
498,0,0
499,0,1
500,0,1
501,0,1
502,1,1
503,1,0
504,1,1
505,0,1
506,1,0
507,0,0
508,1,0
509,0,1
510,1,0
511,1,0
512,0,1
513,1,1
514,0,0
515,0,0
516,1,0
517,0,0
518,1,1
519,1,0
520,1,0
521,0,0
522,1,0
523,1,1
524,1,1
525,0,0
526,1,0
527,0,0
528,1,1
529,0,1
530,0,0
531,1,1
532,0,1
533,0,0
534,0,1
535,1,1
536,0,1
537,1,0
538,0,0
539,0,1
540,0,0
541,1,1
542,1,0
543,1,0
544,0,1
545,1,1
546,1,1
547,1,1
548,0,0
549,1,1
550,0,0
551,0,0
