,true,pred
0,0,1
1,0,0
2,0,0
3,0,0
4,0,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,1
10,0,1
11,0,0
12,1,0
13,0,0
14,0,0
15,1,0
16,0,0
17,0,0
18,1,0
19,1,1
20,0,1
21,0,0
22,1,1
23,1,0
24,1,0
25,1,0
26,1,1
27,0,0
28,1,1
29,1,0
30,0,1
31,1,1
32,1,0
33,1,0
34,1,0
35,1,0
36,0,0
37,0,1
38,1,1
39,1,1
40,0,0
41,0,0
42,0,0
43,1,0
44,1,1
45,0,0
46,1,1
47,1,1
48,1,0
49,1,1
50,1,1
51,0,0
52,0,0
53,0,1
54,1,1
55,1,0
56,1,0
57,0,0
58,0,1
59,0,1
60,1,0
61,0,1
62,1,0
63,1,0
64,1,0
65,1,0
66,0,1
67,0,0
68,0,0
69,1,0
70,0,0
71,0,1
72,0,0
73,1,0
74,0,1
75,1,0
76,0,1
77,1,0
78,0,0
79,0,0
80,1,1
81,0,0
82,1,0
83,1,1
84,1,1
85,0,1
86,1,1
87,0,1
88,1,1
89,1,0
90,0,1
91,1,1
92,1,1
93,1,1
94,1,1
95,0,0
96,1,1
97,1,0
98,0,1
99,0,1
100,1,0
101,0,0
102,1,1
103,0,1
104,1,1
105,1,1
106,1,1
107,0,0
108,1,0
109,0,0
110,1,1
111,1,0
112,0,1
113,1,0
114,1,1
115,1,1
116,1,0
117,1,1
118,1,0
119,1,1
120,1,1
121,1,0
122,1,1
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,1,1
129,1,1
130,0,1
131,1,0
132,0,1
133,0,0
134,0,0
135,1,0
136,0,0
137,1,0
138,1,1
139,1,1
140,1,1
141,0,1
142,1,0
143,1,1
144,1,0
145,1,0
146,0,1
147,1,0
148,0,1
149,1,1
150,1,0
151,1,1
152,0,0
153,0,1
154,0,0
155,1,0
156,0,1
157,0,1
158,0,0
159,1,0
160,1,1
161,0,0
162,1,0
163,1,1
164,0,0
165,1,1
166,1,1
167,0,0
168,0,0
169,0,0
170,1,1
171,0,1
172,1,0
173,0,0
174,0,1
175,1,1
176,0,0
177,0,0
178,0,0
179,1,1
180,1,1
181,1,1
182,1,0
183,0,0
184,1,0
185,1,1
186,0,0
187,1,1
188,0,0
189,0,0
190,1,1
191,1,0
192,1,0
193,0,0
194,0,0
195,1,1
196,1,0
197,1,1
198,0,0
199,1,0
200,1,0
201,0,0
202,1,0
203,0,1
204,1,1
205,0,1
206,0,0
207,0,1
208,1,1
209,0,0
210,0,0
211,1,1
212,1,0
213,0,1
214,1,0
215,0,0
216,0,0
217,1,1
218,0,0
219,1,1
220,1,1
221,1,0
222,0,0
223,0,0
224,0,1
225,1,0
226,0,1
227,0,0
228,0,1
229,1,0
230,0,0
231,1,0
232,0,1
233,0,1
234,1,1
235,0,1
236,1,0
237,0,1
238,0,1
239,1,0
240,0,0
241,1,1
242,0,0
243,0,1
244,0,1
245,1,0
246,0,0
247,1,0
248,1,1
249,1,1
250,0,0
251,1,0
252,1,0
253,1,0
254,0,0
255,1,0
256,1,1
257,0,0
258,0,0
259,1,1
260,1,0
261,1,0
262,1,1
263,1,0
264,1,0
265,1,0
266,1,0
267,0,1
268,1,0
269,1,0
270,1,1
271,1,0
272,0,0
273,0,0
274,1,0
275,1,1
276,0,0
277,1,0
278,1,1
279,0,0
280,0,0
281,1,0
282,1,0
