,true,pred
0,0,1
1,0,1
2,0,1
3,0,0
4,0,0
5,1,1
6,1,0
7,1,0
8,1,0
9,1,0
10,0,0
11,0,0
12,1,1
13,0,0
14,0,0
15,1,1
16,0,0
17,0,0
18,1,1
19,1,0
20,0,1
21,0,0
22,1,0
23,1,1
24,1,1
25,1,0
26,1,1
27,0,0
28,1,0
29,1,1
30,0,0
31,1,0
32,1,0
33,1,0
34,1,0
35,1,0
36,0,0
37,0,0
38,1,1
39,1,1
40,0,0
41,0,1
42,0,0
43,1,0
44,1,0
45,0,1
46,1,0
47,1,0
48,1,0
49,1,1
50,1,1
51,0,0
52,0,0
53,0,0
54,1,1
55,1,0
56,1,1
57,0,0
58,0,1
59,0,0
60,1,0
61,0,0
62,1,1
63,1,0
64,1,0
65,1,1
66,0,0
67,0,0
68,0,1
69,1,1
70,0,1
71,0,0
72,0,0
73,1,1
74,0,0
75,1,0
76,0,1
77,1,0
78,0,1
79,0,0
80,1,1
81,0,1
82,1,1
83,1,1
84,1,1
85,0,0
86,1,1
87,0,0
88,1,0
89,1,0
90,0,1
91,1,1
92,1,1
93,1,1
94,1,1
95,0,1
96,1,0
97,1,0
98,0,0
99,0,0
100,1,0
101,0,1
102,1,0
103,0,0
104,1,1
105,1,1
106,1,0
107,0,0
108,1,0
109,0,0
110,1,0
111,1,1
112,0,0
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,0
119,1,1
120,1,1
121,1,0
122,1,1
123,0,0
124,0,0
125,0,1
126,0,0
127,0,0
128,1,0
129,1,1
130,0,0
131,1,0
132,0,0
133,0,0
134,0,1
135,1,0
136,0,1
137,1,0
138,1,0
139,1,1
140,1,1
141,0,0
142,1,1
143,1,1
144,1,0
145,1,0
146,0,1
147,1,0
148,0,0
149,1,1
150,1,0
151,1,1
152,0,0
153,0,0
154,0,1
155,1,1
156,0,1
157,0,0
158,0,1
159,1,0
160,1,1
161,0,1
162,1,0
163,1,0
164,0,0
165,1,0
166,1,1
167,0,0
168,0,1
169,0,1
170,1,1
171,0,0
172,1,0
173,0,0
174,0,0
175,1,1
176,0,0
177,0,1
178,0,0
179,1,1
180,1,0
181,1,0
182,1,1
183,0,0
184,1,1
185,1,0
186,0,0
187,1,0
188,0,1
189,0,1
190,1,1
191,1,1
192,1,1
193,0,1
194,0,1
195,1,1
196,1,0
197,1,0
198,0,0
199,1,0
200,1,0
201,0,0
202,1,0
203,0,0
204,1,0
205,0,1
206,0,0
207,0,1
208,1,1
209,0,1
210,0,0
211,1,1
212,1,1
213,0,1
214,1,1
215,0,0
216,0,0
217,1,0
218,0,0
219,1,1
220,1,1
221,1,1
222,0,1
223,0,1
224,0,1
225,1,0
226,0,0
227,0,0
228,0,1
229,1,0
230,0,0
231,1,1
232,0,1
233,0,1
234,1,1
235,0,1
236,1,1
237,0,0
238,0,1
239,1,0
240,0,0
241,1,0
242,0,0
243,0,1
244,0,0
245,1,1
246,0,1
247,1,0
248,1,0
249,1,1
250,0,0
251,1,0
252,1,0
253,1,0
254,0,1
255,1,0
256,1,1
257,0,1
258,0,0
259,1,0
260,1,1
261,1,1
262,1,0
263,1,1
264,1,0
265,1,0
266,1,1
267,0,1
268,1,0
269,1,0
270,1,0
271,1,0
272,0,1
273,0,1
274,1,0
275,1,0
276,0,1
277,1,1
278,1,0
279,0,0
280,0,1
281,1,0
282,1,1
283,1,1
284,1,1
285,1,0
286,1,1
287,0,0
288,1,1
289,0,1
290,1,1
291,1,0
292,1,1
293,0,0
294,0,1
295,1,1
296,0,1
297,0,1
298,1,0
299,0,1
300,0,1
301,0,1
302,0,0
303,0,1
304,0,1
305,1,1
306,1,1
307,0,1
308,0,0
309,1,1
310,0,0
311,1,1
312,0,1
313,0,1
314,1,0
315,1,0
316,0,1
317,1,1
318,1,1
319,0,1
320,0,1
321,1,1
322,1,0
323,1,1
324,1,0
325,1,1
326,1,1
327,1,0
328,1,0
329,1,0
330,0,1
331,1,1
332,1,1
333,1,1
334,0,1
335,1,0
336,1,1
337,1,1
338,1,1
339,0,0
340,0,0
341,1,1
342,1,0
343,1,0
344,0,0
345,0,0
346,1,0
347,0,1
348,1,1
349,0,1
350,1,0
351,1,1
352,1,1
353,1,1
354,0,1
355,1,0
356,0,1
357,1,1
358,1,1
359,1,1
360,1,0
361,0,0
362,0,0
363,0,1
364,1,0
365,1,0
366,1,1
367,1,1
368,0,0
369,0,1
370,1,0
371,0,0
372,1,0
373,1,0
374,0,1
375,1,1
376,0,1
377,0,0
378,1,1
379,1,0
380,0,0
381,0,1
382,1,1
383,0,1
384,1,0
385,0,0
386,0,0
387,1,0
388,0,1
389,0,1
390,0,1
391,1,0
392,1,0
393,0,0
394,0,0
395,0,1
396,1,0
397,1,1
398,1,0
399,1,1
400,1,1
401,1,0
402,0,1
403,1,0
404,0,1
405,0,1
406,0,1
407,1,1
408,0,1
409,1,0
410,0,0
411,0,1
412,1,0
413,0,0
414,0,1
415,0,1
416,0,1
417,1,0
