,true,pred
0,0,1
1,0,0
2,0,1
3,0,1
4,0,0
5,1,1
6,1,0
7,1,1
8,1,1
9,1,0
10,0,1
11,0,1
12,1,1
13,0,0
14,0,0
15,1,1
16,0,0
17,0,0
18,1,0
19,1,1
20,0,0
21,0,0
22,1,0
23,1,1
24,1,1
25,1,1
26,1,1
27,0,0
28,1,1
29,1,0
30,0,1
31,1,1
32,1,0
33,1,0
34,1,1
35,1,0
36,0,1
37,0,0
38,1,0
39,1,0
40,0,1
41,0,1
42,0,1
43,1,1
44,1,0
45,0,1
46,1,1
47,1,0
48,1,0
49,1,1
50,1,0
51,0,0
52,0,1
53,0,1
54,1,1
55,1,1
56,1,1
57,0,1
58,0,0
59,0,0
60,1,1
61,0,0
62,1,0
63,1,1
64,1,0
65,1,0
66,0,1
67,0,1
68,0,0
69,1,0
70,0,1
71,0,0
72,0,0
73,1,0
74,0,1
75,1,0
76,0,1
77,1,0
78,0,1
79,0,1
80,1,1
81,0,0
82,1,1
83,1,1
84,1,0
85,0,0
86,1,0
87,0,1
88,1,1
89,1,0
90,0,1
91,1,1
92,1,1
93,1,1
94,1,0
95,0,0
96,1,0
97,1,0
98,0,0
99,0,1
100,1,0
101,0,0
102,1,0
103,0,0
104,1,1
105,1,0
106,1,0
107,0,0
108,1,0
109,0,0
110,1,0
111,1,1
112,0,0
113,1,0
114,1,1
115,1,1
116,1,0
117,1,0
118,1,1
119,1,0
120,1,1
121,1,1
122,1,1
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,1,1
129,1,1
130,0,1
131,1,1
132,0,1
133,0,0
134,0,0
135,1,0
136,0,0
137,1,1
138,1,0
139,1,0
140,1,0
141,0,0
142,1,1
143,1,0
144,1,1
145,1,0
146,0,1
147,1,0
148,0,1
149,1,0
150,1,1
151,1,1
152,0,1
153,0,0
154,0,0
155,1,0
156,0,1
157,0,0
158,0,0
159,1,0
160,1,0
161,0,1
162,1,0
163,1,0
164,0,0
165,1,1
166,1,1
167,0,1
168,0,0
169,0,0
170,1,0
171,0,0
172,1,1
173,0,0
174,0,1
175,1,0
176,0,0
177,0,0
178,0,0
179,1,0
180,1,0
181,1,0
182,1,0
183,0,1
184,1,0
185,1,0
186,0,0
187,1,1
188,0,1
189,0,0
190,1,1
191,1,0
192,1,1
193,0,0
194,0,1
195,1,1
196,1,0
197,1,1
198,0,0
199,1,0
200,1,0
201,0,0
202,1,1
203,0,0
204,1,1
205,0,1
206,0,0
207,0,1
208,1,1
209,0,0
210,0,1
211,1,0
212,1,1
213,0,1
214,1,1
215,0,0
216,0,0
217,1,1
218,0,1
219,1,0
220,1,1
221,1,0
222,0,1
223,0,1
224,0,0
225,1,1
226,0,1
227,0,1
228,0,0
229,1,1
230,0,1
231,1,1
232,0,1
233,0,1
234,1,0
235,0,1
236,1,0
237,0,1
238,0,0
239,1,1
240,0,1
241,1,1
242,0,0
243,0,1
244,0,0
245,1,1
246,0,0
247,1,1
248,1,0
249,1,1
250,0,1
251,1,1
252,1,0
253,1,0
254,0,0
255,1,0
256,1,0
257,0,1
258,0,0
259,1,1
260,1,1
261,1,1
262,1,0
263,1,0
264,1,1
265,1,1
266,1,1
267,0,0
268,1,1
269,1,0
270,1,1
271,1,1
272,0,0
273,0,1
274,1,1
275,1,1
276,0,0
277,1,1
278,1,0
279,0,1
280,0,0
281,1,0
282,1,1
