,true,pred
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,1,0
6,1,1
7,1,1
8,1,0
9,1,0
10,0,1
11,0,1
12,1,1
13,0,1
14,0,1
15,1,1
16,0,0
17,0,1
18,1,0
19,1,1
20,0,0
21,0,0
22,1,1
23,1,1
24,1,0
25,1,1
26,1,1
27,0,0
28,1,0
29,1,1
30,0,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,0
36,0,1
37,0,1
38,1,1
39,1,0
40,0,0
41,0,1
42,0,0
43,1,0
44,1,1
45,0,0
46,1,0
47,1,1
48,1,0
49,1,1
50,1,1
51,0,1
52,0,0
53,0,1
54,1,1
55,1,1
56,1,1
57,0,1
58,0,0
59,0,0
60,1,1
61,0,0
62,1,0
63,1,1
64,1,0
65,1,0
66,0,0
67,0,1
68,0,0
69,1,0
70,0,1
71,0,0
72,0,0
73,1,1
74,0,1
75,1,1
76,0,1
77,1,1
78,0,1
79,0,0
80,1,1
81,0,1
82,1,0
83,1,0
84,1,1
85,0,1
86,1,1
87,0,0
88,1,0
89,1,1
90,0,1
91,1,1
92,1,1
93,1,0
94,1,1
95,0,0
96,1,1
97,1,0
98,0,1
99,0,1
100,1,0
101,0,0
102,1,0
103,0,1
104,1,1
105,1,0
106,1,1
107,0,0
108,1,1
109,0,0
110,1,1
111,1,1
112,0,1
113,1,0
114,1,1
115,1,1
116,1,0
117,1,1
118,1,0
119,1,0
120,1,1
121,1,0
122,1,1
123,0,0
124,0,0
125,0,0
126,0,0
127,0,1
128,1,1
129,1,0
130,0,1
131,1,1
132,0,1
133,0,0
134,0,1
135,1,0
136,0,0
137,1,0
138,1,0
139,1,1
140,1,0
141,0,1
142,1,1
143,1,1
144,1,0
145,1,0
146,0,0
147,1,1
148,0,1
149,1,1
150,1,0
151,1,0
152,0,0
153,0,0
154,0,0
155,1,0
156,0,1
157,0,1
158,0,0
159,1,0
160,1,1
161,0,0
162,1,0
163,1,1
164,0,0
165,1,1
166,1,0
167,0,0
168,0,0
169,0,0
170,1,1
171,0,1
172,1,0
173,0,0
174,0,0
175,1,0
176,0,1
177,0,0
178,0,0
179,1,1
180,1,0
181,1,1
182,1,0
183,0,1
184,1,0
185,1,1
186,0,0
187,1,0
188,0,1
189,0,1
190,1,0
191,1,0
192,1,1
193,0,0
194,0,1
195,1,1
196,1,1
197,1,1
198,0,0
199,1,0
200,1,1
201,0,0
202,1,1
203,0,0
204,1,1
205,0,1
206,0,0
207,0,1
208,1,1
209,0,1
210,0,1
211,1,1
212,1,0
213,0,1
214,1,0
215,0,1
216,0,0
217,1,1
218,0,0
219,1,1
220,1,1
221,1,0
222,0,0
223,0,0
224,0,1
225,1,1
226,0,0
227,0,1
228,0,1
229,1,0
230,0,1
231,1,1
232,0,1
233,0,1
234,1,0
235,0,1
236,1,0
237,0,0
238,0,1
239,1,0
240,0,0
241,1,0
242,0,1
243,0,1
244,0,0
245,1,0
246,0,0
247,1,1
248,1,1
249,1,1
250,0,0
251,1,0
252,1,0
253,1,0
254,0,0
255,1,0
256,1,1
257,0,0
258,0,0
259,1,1
260,1,1
261,1,1
262,1,1
263,1,0
264,1,1
265,1,1
266,1,0
267,0,0
268,1,0
269,1,0
270,1,1
271,1,1
272,0,0
273,0,0
274,1,0
275,1,1
276,0,1
277,1,0
278,1,1
279,0,0
280,0,1
281,1,1
282,1,1
283,1,0
284,1,1
285,1,1
286,1,0
287,0,0
288,1,1
289,0,1
290,1,0
291,1,1
292,1,1
293,0,1
294,0,0
295,1,0
296,0,0
297,0,0
298,1,1
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,1
305,1,1
306,1,1
307,0,1
308,0,0
309,1,1
310,0,0
311,1,1
312,0,0
313,0,0
314,1,0
315,1,0
316,0,1
317,1,0
318,1,1
319,0,0
320,0,0
321,1,1
322,1,0
323,1,0
324,1,0
325,1,1
326,1,0
327,1,0
328,1,0
329,1,1
330,0,1
331,1,0
332,1,1
333,1,1
334,0,1
335,1,1
336,1,1
337,1,1
338,1,0
339,0,1
340,0,0
341,1,1
342,1,0
343,1,0
344,0,1
345,0,1
346,1,1
347,0,1
348,1,1
349,0,1
350,1,0
351,1,1
352,1,1
353,1,1
354,0,1
355,1,1
356,0,1
357,1,0
358,1,0
359,1,1
360,1,0
361,0,1
362,0,0
363,0,1
364,1,1
365,1,1
366,1,1
367,1,0
368,0,0
369,0,0
370,1,1
371,0,1
372,1,1
373,1,0
374,0,1
375,1,1
376,0,1
377,0,1
378,1,1
379,1,1
380,0,0
381,0,1
382,1,0
383,0,0
384,1,0
385,0,1
386,0,1
387,1,0
388,0,1
389,0,0
390,0,0
391,1,1
392,1,0
393,0,1
394,0,0
395,0,1
396,1,1
397,1,0
398,1,1
399,1,0
400,1,1
401,1,1
402,0,1
403,1,1
404,0,0
405,0,1
406,0,1
407,1,1
408,0,0
409,1,1
410,0,0
411,0,1
412,1,0
413,0,1
414,0,1
415,0,1
416,0,1
417,1,1
418,0,0
419,1,0
420,1,1
421,1,1
422,0,0
423,0,1
424,1,0
425,0,1
426,0,0
427,1,1
428,1,1
429,1,0
430,1,0
431,0,0
432,1,0
433,1,0
434,1,1
435,1,1
436,1,0
437,1,1
438,1,1
439,0,1
440,0,0
441,1,0
442,0,1
443,1,0
444,0,0
445,0,1
446,0,0
447,1,0
448,0,0
449,1,1
450,1,0
451,0,0
452,1,1
453,0,1
454,1,1
455,0,1
456,1,1
457,1,1
458,0,0
459,1,1
460,0,0
461,0,0
462,1,0
463,0,1
464,1,1
465,1,0
466,1,1
467,0,0
468,1,0
469,0,0
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,0,0
476,1,1
477,1,1
478,1,1
479,0,1
480,0,0
481,1,1
482,0,1
483,0,1
484,1,1
485,0,1
486,0,0
487,1,0
488,1,0
489,0,1
490,1,1
491,1,0
492,1,1
493,1,0
494,1,1
495,1,0
496,1,0
497,1,0
498,0,1
499,0,0
500,0,1
501,0,1
502,1,0
503,1,1
504,1,0
505,0,1
506,1,1
507,0,1
508,1,0
509,0,1
510,1,1
511,1,0
512,0,1
513,1,1
514,0,1
515,0,0
516,1,0
517,0,1
518,1,1
519,1,0
520,1,0
521,0,0
522,1,1
523,1,1
524,1,1
525,0,1
526,1,1
527,0,1
528,1,1
529,0,1
530,0,1
531,1,1
532,0,1
533,0,1
534,0,1
535,1,1
536,0,0
537,1,1
538,0,0
539,0,1
540,0,0
541,1,0
542,1,0
543,1,0
544,0,1
545,1,1
546,1,1
547,1,0
548,0,0
549,1,1
550,0,1
551,0,1
