,true,pred
0,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,1,1
6,1,1
7,1,1
8,1,0
9,1,1
10,0,0
11,0,0
12,1,0
13,0,0
14,0,0
15,1,1
16,0,1
17,0,0
18,1,0
19,1,1
20,0,1
21,0,0
22,1,0
23,1,1
24,1,1
25,1,0
26,1,1
27,0,1
28,1,1
29,1,0
30,0,1
31,1,0
32,1,0
33,1,1
34,1,0
35,1,0
36,0,1
37,0,1
38,1,0
39,1,1
40,0,0
41,0,1
42,0,1
43,1,1
44,1,1
45,0,1
46,1,0
47,1,1
48,1,1
49,1,0
50,1,0
51,0,0
52,0,0
53,0,0
54,1,1
55,1,0
56,1,0
57,0,1
58,0,1
59,0,0
60,1,0
61,0,1
62,1,1
63,1,0
64,1,0
65,1,1
66,0,0
67,0,0
68,0,1
69,1,0
70,0,0
71,0,1
72,0,1
73,1,0
74,0,0
75,1,0
76,0,1
77,1,0
78,0,0
79,0,0
80,1,1
81,0,0
82,1,0
83,1,0
84,1,1
85,0,0
86,1,0
87,0,1
88,1,1
89,1,0
90,0,0
91,1,0
92,1,0
93,1,1
94,1,0
95,0,1
96,1,1
97,1,0
98,0,0
99,0,1
100,1,1
101,0,1
102,1,1
103,0,1
104,1,0
105,1,0
106,1,0
107,0,1
108,1,0
109,0,0
110,1,0
111,1,1
112,0,0
113,1,0
114,1,1
115,1,1
116,1,0
117,1,1
118,1,0
119,1,1
120,1,0
121,1,1
122,1,0
123,0,1
124,0,0
125,0,1
126,0,0
127,0,1
128,1,0
129,1,1
130,0,1
131,1,1
132,0,0
133,0,0
134,0,1
135,1,1
136,0,1
137,1,0
138,1,0
139,1,0
140,1,1
141,0,0
142,1,1
143,1,1
144,1,1
145,1,0
146,0,0
147,1,0
148,0,1
149,1,1
150,1,0
151,1,0
152,0,1
153,0,1
154,0,1
155,1,1
156,0,0
157,0,0
158,0,0
159,1,0
160,1,1
161,0,1
162,1,0
163,1,1
164,0,0
165,1,0
166,1,0
167,0,0
168,0,1
169,0,1
170,1,1
171,0,1
172,1,0
173,0,0
174,0,0
175,1,1
176,0,1
177,0,1
178,0,0
179,1,1
180,1,0
181,1,0
182,1,0
183,0,1
184,1,1
185,1,0
186,0,0
187,1,0
188,0,0
189,0,1
190,1,0
191,1,1
192,1,0
193,0,1
194,0,1
195,1,1
196,1,1
197,1,0
198,0,0
199,1,0
200,1,0
201,0,1
202,1,0
203,0,0
204,1,0
205,0,1
206,0,0
207,0,1
208,1,1
209,0,1
210,0,1
211,1,0
212,1,1
213,0,0
214,1,1
215,0,0
216,0,0
217,1,0
218,0,0
219,1,1
220,1,0
221,1,0
222,0,1
223,0,1
224,0,0
225,1,1
226,0,0
227,0,1
228,0,1
229,1,0
230,0,1
231,1,1
232,0,0
233,0,0
234,1,0
235,0,1
236,1,1
237,0,1
238,0,1
239,1,1
240,0,1
241,1,0
242,0,1
243,0,1
244,0,1
245,1,0
246,0,0
247,1,1
248,1,1
249,1,1
250,0,1
251,1,1
252,1,1
253,1,1
254,0,0
255,1,1
256,1,0
257,0,1
258,0,1
259,1,1
260,1,0
261,1,1
262,1,0
263,1,1
264,1,1
265,1,0
266,1,1
267,0,0
268,1,1
269,1,1
270,1,0
271,1,1
272,0,1
273,0,1
274,1,1
275,1,0
276,0,1
277,1,1
278,1,1
279,0,1
280,0,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,0
286,1,1
287,0,0
288,1,1
289,0,1
290,1,1
291,1,1
292,1,1
293,0,1
294,0,0
295,1,1
296,0,0
297,0,1
298,1,0
299,0,0
300,0,0
301,0,1
302,0,1
303,0,1
304,0,1
305,1,1
306,1,1
307,0,1
308,0,0
309,1,1
310,0,0
311,1,1
312,0,1
313,0,1
314,1,0
315,1,0
316,0,1
317,1,1
318,1,1
319,0,0
320,0,1
321,1,1
322,1,0
323,1,0
324,1,0
325,1,1
326,1,1
327,1,1
328,1,0
329,1,1
330,0,1
331,1,0
332,1,0
333,1,1
334,0,1
335,1,1
336,1,0
337,1,1
338,1,0
339,0,0
340,0,1
341,1,0
342,1,0
343,1,0
344,0,0
345,0,1
346,1,0
347,0,1
348,1,0
349,0,1
350,1,0
351,1,1
352,1,1
353,1,1
354,0,1
355,1,0
356,0,1
357,1,0
358,1,1
359,1,1
360,1,0
361,0,0
362,0,0
363,0,1
364,1,0
365,1,0
366,1,1
367,1,0
368,0,0
369,0,1
370,1,1
371,0,1
372,1,0
373,1,1
374,0,1
375,1,0
376,0,0
377,0,0
378,1,1
379,1,0
380,0,0
381,0,1
382,1,0
383,0,1
384,1,0
385,0,1
386,0,1
387,1,1
388,0,1
389,0,1
390,0,1
391,1,0
392,1,1
393,0,1
394,0,0
395,0,1
396,1,0
397,1,0
398,1,1
399,1,1
400,1,1
401,1,0
402,0,1
403,1,0
404,0,1
405,0,0
406,0,0
407,1,1
408,0,1
409,1,0
410,0,0
411,0,1
412,1,0
413,0,1
414,0,1
415,0,1
416,0,0
417,1,0
