,true,pred
0,0,1
1,0,0
2,0,0
3,0,0
4,0,0
5,1,1
6,1,1
7,1,1
8,1,0
9,1,0
10,0,1
11,0,0
12,1,1
13,0,0
14,0,0
15,1,1
16,0,1
17,0,0
18,1,1
19,1,1
20,0,0
21,0,1
22,1,0
23,1,1
24,1,1
25,1,1
26,1,1
27,0,0
28,1,1
29,1,0
30,0,1
31,1,0
32,1,1
33,1,0
34,1,0
35,1,0
36,0,0
37,0,0
38,1,1
39,1,1
40,0,0
41,0,1
42,0,0
43,1,0
44,1,0
45,0,1
46,1,1
47,1,0
48,1,1
49,1,1
50,1,0
51,0,0
52,0,0
53,0,0
54,1,1
55,1,0
56,1,0
57,0,1
58,0,0
59,0,0
60,1,0
61,0,0
62,1,1
63,1,1
64,1,0
65,1,0
66,0,0
67,0,1
68,0,0
69,1,0
70,0,1
71,0,1
72,0,1
73,1,1
74,0,0
75,1,0
76,0,0
77,1,0
78,0,1
79,0,1
80,1,1
81,0,0
82,1,1
83,1,1
84,1,0
85,0,0
86,1,0
87,0,1
88,1,0
89,1,0
90,0,1
91,1,1
92,1,1
93,1,1
94,1,0
95,0,0
96,1,1
97,1,1
98,0,1
99,0,1
100,1,0
101,0,0
102,1,1
103,0,0
104,1,0
105,1,1
106,1,1
107,0,1
108,1,0
109,0,0
110,1,0
111,1,0
112,0,1
113,1,1
114,1,0
115,1,0
116,1,1
117,1,0
118,1,0
119,1,1
120,1,0
121,1,0
122,1,1
123,0,1
124,0,1
125,0,1
126,0,1
127,0,0
128,1,0
129,1,1
130,0,0
131,1,1
132,0,0
133,0,1
134,0,1
135,1,1
136,0,1
137,1,1
138,1,1
139,1,0
140,1,0
141,0,0
142,1,1
143,1,1
144,1,0
145,1,0
146,0,1
147,1,0
148,0,1
149,1,1
150,1,1
151,1,1
152,0,0
153,0,1
154,0,1
155,1,0
156,0,1
157,0,1
158,0,1
159,1,1
160,1,1
161,0,1
162,1,0
163,1,0
164,0,1
165,1,0
166,1,1
167,0,1
168,0,1
169,0,1
170,1,0
171,0,0
172,1,1
173,0,0
174,0,1
175,1,1
176,0,0
177,0,0
178,0,1
179,1,0
180,1,1
181,1,0
182,1,1
183,0,1
184,1,1
185,1,0
186,0,0
187,1,1
188,0,0
189,0,0
190,1,0
191,1,1
192,1,0
193,0,0
194,0,1
195,1,1
196,1,0
197,1,0
198,0,0
199,1,1
200,1,0
201,0,0
202,1,0
203,0,1
204,1,0
205,0,0
206,0,1
207,0,1
208,1,1
209,0,1
210,0,1
211,1,0
212,1,0
213,0,1
214,1,1
215,0,1
216,0,1
217,1,0
218,0,1
219,1,1
220,1,1
221,1,1
222,0,1
223,0,1
224,0,0
225,1,0
226,0,1
227,0,0
228,0,1
229,1,1
230,0,0
231,1,1
232,0,1
233,0,1
234,1,0
235,0,1
236,1,0
237,0,0
238,0,1
239,1,0
240,0,1
241,1,0
242,0,0
243,0,1
244,0,0
245,1,0
246,0,0
247,1,0
248,1,1
249,1,1
250,0,1
251,1,1
252,1,0
253,1,0
254,0,0
255,1,0
256,1,0
257,0,0
258,0,0
259,1,0
260,1,1
261,1,1
262,1,0
263,1,0
264,1,1
265,1,1
266,1,1
267,0,1
268,1,0
269,1,1
270,1,1
271,1,1
272,0,0
273,0,1
274,1,1
275,1,1
276,0,0
277,1,0
278,1,1
279,0,1
280,0,0
281,1,0
282,1,0
