,true,pred
0,0,1
1,0,0
2,1,0
3,0,0
4,1,1
5,1,1
6,1,1
7,1,0
8,1,0
9,0,1
10,0,1
11,1,1
12,0,0
13,1,1
14,1,1
15,0,0
16,0,0
17,1,1
18,0,0
19,0,0
20,0,0
21,1,1
22,1,0
23,0,0
24,0,1
25,1,1
26,1,0
27,0,0
28,0,0
29,1,1
30,1,1
31,1,1
32,1,0
33,1,0
34,1,0
35,0,1
36,0,0
37,1,1
38,1,1
39,1,1
40,0,0
41,0,1
42,1,1
43,0,1
44,1,1
45,1,1
46,1,1
47,1,1
48,0,0
49,0,1
50,1,0
51,0,0
52,0,1
53,1,0
54,0,0
55,0,0
56,1,1
57,0,0
58,1,1
59,0,0
60,0,1
61,0,1
62,1,0
63,1,1
64,0,0
65,0,0
66,0,0
67,1,1
68,1,1
69,1,1
70,1,0
71,1,1
72,1,1
73,1,1
74,0,0
75,1,1
76,1,1
77,0,1
78,1,1
79,0,1
80,0,1
81,0,0
82,0,0
83,1,1
84,0,1
85,1,0
86,0,1
87,1,1
88,1,1
89,1,0
90,1,1
91,0,0
92,0,0
93,1,1
94,0,0
95,1,0
96,1,0
97,1,1
98,1,1
99,0,0
100,0,0
101,1,1
102,0,0
103,1,0
104,0,1
105,0,1
106,1,0
107,1,1
108,1,1
109,1,1
110,1,1
111,0,1
112,0,0
113,0,0
114,0,1
115,1,1
116,0,1
117,0,1
118,1,0
119,1,1
120,1,1
121,0,1
122,1,1
123,1,1
124,1,1
125,0,1
126,1,0
127,0,1
128,1,0
129,1,1
130,0,1
131,0,1
132,1,1
133,0,0
134,1,0
135,1,1
136,1,1
137,1,1
138,0,1
139,1,1
140,1,0
141,1,0
142,1,1
143,1,0
144,1,1
145,1,0
146,1,1
147,1,1
148,1,0
149,0,0
150,1,1
151,0,1
152,1,1
153,1,1
154,1,1
155,0,1
156,1,1
157,0,0
158,1,1
159,0,0
160,0,0
161,0,1
162,1,1
163,0,0
164,1,0
165,0,1
166,0,0
167,0,0
168,0,1
169,1,1
170,0,1
171,1,1
172,0,1
173,0,1
174,0,0
175,0,1
176,1,0
177,0,0
178,0,1
179,1,1
180,1,1
181,1,0
182,0,1
183,0,0
184,0,0
185,1,1
186,1,1
187,1,1
188,1,1
189,0,1
190,1,0
191,0,0
192,1,0
193,0,0
194,0,1
195,0,1
196,1,1
197,0,0
198,1,1
199,1,1
200,1,0
201,1,1
202,1,1
203,0,1
204,1,1
205,1,1
206,1,1
207,0,1
208,0,0
209,1,1
210,0,1
211,1,1
212,0,1
213,0,1
214,1,1
215,0,1
216,1,1
217,0,0
218,1,1
219,1,0
220,1,1
221,0,1
222,0,1
223,0,0
224,0,1
225,1,1
226,1,0
227,1,0
228,0,0
229,0,0
230,0,1
231,1,0
232,0,0
233,0,0
234,0,0
235,1,1
236,0,1
237,1,1
238,0,1
239,0,0
240,0,0
241,0,1
242,1,1
243,0,0
244,1,0
245,1,1
246,1,1
247,0,1
248,1,1
249,1,0
250,1,0
251,0,0
252,0,1
253,1,0
254,0,0
255,1,1
256,1,0
257,1,1
258,0,1
259,0,1
260,1,0
261,1,0
262,0,0
263,0,0
264,1,0
265,1,1
266,0,0
267,1,1
268,0,0
269,0,0
270,0,0
271,0,0
272,0,1
273,0,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,0
279,1,1
280,0,1
281,0,1
282,1,1
