,true,pred
0,0,0
1,0,0
2,1,1
3,0,1
4,1,1
5,1,1
6,1,0
7,1,0
8,1,1
9,0,1
10,0,1
11,1,1
12,0,1
13,1,1
14,1,1
15,0,0
16,0,0
17,1,1
18,0,1
19,0,0
20,0,0
21,1,1
22,1,0
23,0,0
24,0,1
25,1,0
26,1,1
27,0,1
28,0,1
29,1,1
30,1,0
31,1,1
32,1,0
33,1,0
34,1,0
35,0,1
36,0,0
37,1,1
38,1,0
39,1,1
40,0,0
41,0,0
42,1,0
43,0,1
44,1,0
45,1,0
46,1,1
47,1,1
48,0,0
49,0,1
50,1,0
51,0,0
52,0,1
53,1,1
54,0,0
55,0,1
56,1,1
57,0,0
58,1,1
59,0,1
60,0,1
61,0,1
62,1,1
63,1,1
64,0,0
65,0,0
66,0,0
67,1,1
68,1,1
69,1,0
70,1,0
71,1,1
72,1,0
73,1,1
74,0,0
75,1,1
76,1,0
77,0,0
78,1,0
79,0,1
80,0,0
81,0,0
82,0,1
83,1,1
84,0,1
85,1,1
86,0,0
87,1,1
88,1,1
89,1,0
90,1,1
91,0,0
92,0,1
93,1,0
94,0,1
95,1,1
96,1,0
97,1,0
98,1,0
99,0,0
100,0,1
101,1,1
102,0,0
103,1,1
104,0,1
105,0,0
106,1,0
107,1,1
108,1,0
109,1,0
110,1,1
111,0,0
112,0,0
113,0,0
114,0,0
115,1,1
116,0,0
117,0,1
118,1,0
119,1,0
120,1,1
121,0,1
122,1,0
123,1,1
124,1,0
125,0,1
126,1,0
127,0,0
128,1,0
129,1,1
130,0,0
131,0,0
132,1,1
133,0,0
134,1,0
135,1,0
136,1,0
137,1,0
138,0,1
139,1,0
140,1,1
141,1,1
142,1,0
143,1,0
144,1,0
145,1,1
146,1,1
147,1,0
148,1,1
149,0,1
150,1,1
151,0,0
152,1,1
153,1,0
154,1,0
155,0,1
156,1,0
157,0,0
158,1,1
159,0,0
160,0,1
161,0,1
162,1,0
163,0,0
164,1,0
165,0,0
166,0,1
167,0,0
168,0,1
169,1,1
170,0,1
171,1,0
172,0,0
173,0,1
174,0,0
175,0,1
176,1,0
177,0,0
178,0,0
179,1,0
180,1,1
181,1,0
182,0,0
183,0,1
184,0,0
185,1,1
186,1,0
187,1,1
188,1,1
189,0,1
190,1,0
191,0,1
192,1,0
193,0,0
194,0,1
195,0,1
196,1,1
197,0,1
198,1,1
199,1,0
200,1,1
201,1,1
202,1,0
203,0,1
204,1,1
205,1,1
206,1,1
207,0,1
208,0,1
209,1,1
210,0,1
211,1,1
212,0,0
213,0,1
214,1,0
215,0,0
216,1,1
217,0,0
218,1,0
219,1,1
220,1,1
221,0,0
222,0,1
223,0,1
224,0,1
225,1,0
226,1,0
227,1,0
228,0,0
229,0,1
230,0,1
231,1,0
232,0,0
233,0,0
234,0,1
235,1,0
236,0,1
237,1,1
238,0,1
239,0,1
240,0,1
241,0,0
242,1,1
243,0,1
244,1,1
245,1,1
246,1,0
247,0,1
248,1,1
249,1,1
250,1,1
251,0,0
252,0,0
253,1,1
254,0,1
255,1,0
256,1,1
257,1,1
258,0,1
259,0,1
260,1,1
261,1,0
262,0,1
263,0,1
264,1,0
265,1,1
266,0,0
267,1,0
268,0,0
269,0,0
270,0,0
271,0,1
272,0,0
273,0,1
274,1,0
275,1,1
276,1,1
277,1,1
278,1,0
279,1,1
280,0,1
281,0,0
282,1,1
283,1,1
284,1,1
285,0,1
286,0,0
287,1,0
288,1,0
289,0,0
290,1,1
291,1,1
292,0,0
293,1,0
294,1,1
295,1,0
296,1,0
297,1,1
298,1,0
299,0,0
300,1,0
301,0,0
302,1,0
303,1,1
304,1,1
305,0,1
306,0,1
307,1,1
308,1,0
309,0,1
310,1,1
311,0,0
312,1,1
313,1,0
314,0,1
315,0,1
316,1,1
317,1,1
318,0,1
319,0,0
320,1,0
321,1,1
322,1,0
323,1,1
324,0,0
325,1,1
326,1,1
327,1,0
328,1,0
329,1,1
330,1,0
331,0,0
332,0,0
333,0,1
334,1,1
335,0,0
336,1,0
337,1,1
338,1,0
339,1,0
340,0,0
341,1,1
342,0,0
343,0,1
344,1,1
345,0,0
346,0,0
347,0,0
348,1,0
349,0,0
350,0,0
351,0,0
352,1,0
353,1,1
354,1,1
355,0,0
356,1,1
357,0,0
358,1,0
359,1,1
360,0,0
361,0,1
362,1,1
363,0,0
364,0,1
365,1,1
366,1,0
367,1,0
368,0,1
369,0,0
370,1,1
371,0,0
372,1,1
373,0,1
374,1,0
375,1,0
376,1,0
377,1,0
378,1,0
379,0,1
380,1,1
381,1,0
382,1,0
383,1,1
384,1,0
385,1,0
386,1,1
387,1,1
388,0,1
389,1,1
390,1,1
391,1,1
392,0,1
393,0,1
394,0,1
395,1,0
396,0,1
397,0,0
398,1,0
399,0,1
400,0,0
401,0,0
402,0,1
403,0,1
404,1,0
405,0,1
406,0,1
407,1,1
408,0,1
409,0,1
410,0,0
411,0,0
412,1,1
413,0,0
414,0,0
415,1,1
416,1,1
417,1,1
418,0,0
419,1,1
420,0,1
421,0,1
422,1,0
423,1,1
424,1,0
425,1,1
426,1,0
427,1,1
428,1,1
429,1,1
430,0,1
431,0,0
432,1,0
433,1,1
434,0,0
435,1,0
436,0,1
437,0,0
438,0,1
439,1,0
440,1,0
441,0,0
442,1,1
443,1,0
444,0,1
445,1,1
446,1,0
447,0,1
448,1,1
449,1,1
450,1,1
451,0,0
452,0,0
453,1,1
454,1,0
455,1,0
456,0,1
457,1,1
458,0,0
459,1,0
460,0,0
461,0,0
462,1,0
463,1,1
464,1,0
465,0,0
466,1,0
467,1,0
468,1,0
469,0,1
470,0,1
471,1,0
472,0,1
473,1,0
474,0,0
475,1,1
476,1,1
477,1,0
478,1,1
479,1,1
480,0,1
481,0,0
482,1,1
483,1,0
484,1,1
485,1,1
486,1,0
487,0,1
488,0,0
489,0,0
490,1,0
491,1,1
492,0,0
493,0,1
494,0,1
495,1,1
496,0,1
497,0,0
498,1,0
499,0,1
500,0,0
501,0,0
502,1,0
503,1,1
504,0,1
505,1,1
506,1,1
507,1,0
508,0,1
509,0,0
510,1,1
511,0,0
512,0,1
513,0,0
514,0,0
515,1,0
516,1,0
517,0,0
518,0,0
519,1,1
520,0,1
521,0,0
522,0,0
523,1,0
524,0,0
525,0,1
526,1,1
527,1,1
528,1,1
529,0,0
530,0,0
531,0,0
532,1,0
533,1,0
534,1,0
535,1,1
536,1,0
537,1,0
538,1,1
539,1,0
540,1,1
541,0,1
