,true,pred
0,0,1
1,0,0
2,1,1
3,0,0
4,1,1
5,1,1
6,1,1
7,1,0
8,1,0
9,0,1
10,0,1
11,1,0
12,0,1
13,1,1
14,1,1
15,0,1
16,0,1
17,1,1
18,0,1
19,0,1
20,0,1
21,1,0
22,1,0
23,0,0
24,0,0
25,1,1
26,1,0
27,0,1
28,0,1
29,1,1
30,1,1
31,1,0
32,1,0
33,1,0
34,1,0
35,0,0
36,0,0
37,1,1
38,1,1
39,1,1
40,0,1
41,0,1
42,1,1
43,0,1
44,1,1
45,1,1
46,1,0
47,1,1
48,0,1
49,0,1
50,1,0
51,0,1
52,0,1
53,1,0
54,0,1
55,0,1
56,1,0
57,0,1
58,1,0
59,0,1
60,0,1
61,0,1
62,1,0
63,1,1
64,0,1
65,0,1
66,0,1
67,1,1
68,1,1
69,1,0
70,1,1
71,1,0
72,1,0
73,1,0
74,0,1
75,1,1
76,1,1
77,0,1
78,1,1
79,0,1
80,0,1
81,0,1
82,0,1
83,1,1
84,0,1
85,1,1
86,0,1
87,1,1
88,1,1
89,1,1
90,1,1
91,0,0
92,0,0
93,1,0
94,0,0
95,1,0
96,1,0
97,1,1
98,1,0
99,0,1
100,0,1
101,1,0
102,0,0
103,1,0
104,0,0
105,0,0
106,1,0
107,1,0
108,1,1
109,1,1
110,1,1
111,0,1
112,0,1
113,0,1
114,0,1
115,1,0
116,0,1
117,0,1
118,1,1
119,1,1
120,1,1
121,0,1
122,1,1
123,1,0
124,1,1
125,0,1
126,1,1
127,0,1
128,1,0
129,1,1
130,0,1
131,0,1
132,1,1
133,0,0
134,1,1
135,1,0
136,1,0
137,1,1
138,0,0
139,1,1
140,1,0
141,1,1
142,1,0
143,1,0
144,1,1
145,1,1
146,1,0
147,1,1
148,1,1
149,0,0
150,1,0
151,0,0
152,1,1
153,1,1
154,1,1
155,0,0
156,1,0
157,0,0
158,1,0
159,0,1
160,0,1
161,0,1
162,1,1
163,0,0
164,1,1
165,0,1
166,0,0
167,0,1
168,0,1
169,1,1
170,0,1
171,1,1
172,0,1
173,0,0
174,0,1
175,0,1
176,1,0
177,0,0
178,0,0
179,1,1
180,1,0
181,1,0
182,0,1
183,0,1
184,0,0
185,1,0
186,1,1
187,1,0
188,1,0
189,0,0
190,1,0
191,0,0
192,1,0
193,0,0
194,0,0
195,0,1
196,1,0
197,0,1
198,1,1
199,1,1
200,1,0
201,1,1
202,1,0
203,0,1
204,1,0
205,1,1
206,1,0
207,0,0
208,0,1
209,1,0
210,0,1
211,1,0
212,0,1
213,0,0
214,1,1
215,0,0
216,1,0
217,0,0
218,1,0
219,1,0
220,1,1
221,0,1
222,0,0
223,0,1
224,0,1
225,1,0
226,1,1
227,1,1
228,0,1
229,0,1
230,0,0
231,1,0
232,0,1
233,0,1
234,0,0
235,1,1
236,0,0
237,1,1
238,0,1
239,0,0
240,0,1
241,0,0
242,1,1
243,0,0
244,1,1
245,1,0
246,1,0
247,0,1
248,1,1
249,1,0
250,1,1
251,0,0
252,0,0
253,1,1
254,0,1
255,1,1
256,1,1
257,1,1
258,0,1
259,0,1
260,1,1
261,1,0
262,0,0
263,0,0
264,1,1
265,1,1
266,0,0
267,1,1
268,0,1
269,0,0
270,0,1
271,0,0
272,0,0
273,0,1
274,1,0
275,1,0
276,1,1
277,1,1
278,1,1
279,1,1
280,0,0
281,0,0
282,1,1
